car name,rating,exterior & body,engine/transmission/clutch,suspension/steering,interior,ac/heater,price,model date,mileage,fuel type,transmission,company,variant
"KIA Sorento 2.4 FWD,Petrol,Automatic,2021",99,98,100,100,100,100,870000,2021,29060,2,1,14,397
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2018",90,66,100,100,96,100,610000,2018,98214,2,1,11,108
"Honda Civic Oriel,Petrol,Automatic,2022",95,83,100,100,97,100,820000,2022,32153,2,1,11,107
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",92,75,100,100,98,100,580000,2019,71816,2,1,11,108
"Toyota Corolla GLi Automatic 1.3 VVTi,Petrol,Automatic,2020",99,98,100,100,100,100,560000,2020,17642,2,1,27,158
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",98,97,100,100,98,100,720000,2022,54132,2,1,27,140
"KIA Sportage FWD,Petrol,Automatic,2022",99,98,100,100,100,100,800000,2022,5146,2,1,14,413
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",97,90,100,100,100,100,660000,2021,26982,2,1,11,108
"MG HS 1.5 Turbo,Petrol,Automatic,2020",92,77,100,100,100,100,665000,2020,60740,2,1,15,237
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",93,78,100,100,100,100,18000000,2021,8446,0,1,27,215
"Suzuki Alto VXR,Petrol,Manual,2022",98,95,100,100,100,100,250000,2022,45703,2,0,26,29
"Suzuki Cultus VXR,Petrol,Manual,2018",85,52,100,100,97,100,255000,2018,156505,2,0,26,174
"Suzuki Alto VXR,Petrol,Manual,2022",91,71,100,100,97,100,258000,2022,14258,2,0,26,29
"Audi A6 1.8 TFSI,Petrol,Automatic,2018",93,80,100,100,98,100,17500000,2018,52754,2,1,0,12
"Honda Civic RS,Petrol,Automatic,2022",99,99,100,100,100,100,930000,2022,9014,2,1,11,115
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2022",94,82,100,100,100,100,685000,2022,29950,2,1,27,138
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",95,86,100,100,96,100,295000,2022,18800,2,1,26,25
"Suzuki Swift DLX Automatic 1.3 Navigation,Petrol,Automatic,2021",91,73,100,100,92,100,350000,2021,39449,2,1,26,427
"Suzuki Swift GLX CVT,Petrol,Automatic,2022",99,98,100,100,98,100,445000,2022,32146,2,1,26,433
"Hyundai Elantra GLS,Petrol,Automatic,2022",98,94,100,100,100,100,670000,2022,19251,2,1,12,191
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",89,69,98,100,91,100,715000,2021,52253,2,1,11,108
"Suzuki Cultus VXL,Petrol,Manual,2021",89,65,100,100,97,100,330000,2021,27030,2,0,26,171
"Hyundai Sonata 2.5,Petrol,Automatic,2022",99,98,100,100,100,100,10700000,2022,4329,2,1,12,392
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2022",91,74,100,100,95,100,375000,2022,14542,2,1,26,167
"KIA Sportage AWD,Petrol,Automatic,2022",99,98,100,100,100,100,810000,2022,18208,2,1,14,404
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",90,70,100,96,92,100,710000,2022,24278,2,1,27,140
"MG HS 1.5 Turbo,Petrol,Automatic,2020",88,64,100,100,95,100,650000,2020,31124,2,1,15,237
"KIA Sportage AWD,Petrol,Automatic,2022",98,93,100,100,100,100,820000,2022,20252,2,1,14,404
"KIA Sportage AWD,Petrol,Automatic,2021",100,100,100,100,100,100,835000,2021,10258,2,1,14,404
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",97,93,100,100,94,100,710000,2021,22834,2,1,11,108
"KIA Stonic EX+,Petrol,Automatic,2022",99,98,100,100,100,100,575000,2022,6130,2,1,14,422
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",96,88,100,100,100,100,350000,2022,5485,2,1,14,327
"Changan Karvaan Plus,Petrol,Manual,2022",99,98,100,100,97,100,272000,2022,5049,2,0,3,265
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",95,88,100,96,97,100,330000,2022,23860,2,1,14,327
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",99,97,100,100,100,100,740000,2021,19150,2,1,11,108
"Toyota C-HR S-LED,Hybrid,Automatic,2019",94,84,100,96,96,100,870000,2019,39108,1,1,27,65
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",100,99,100,100,100,100,350000,2022,1491,2,1,14,327
"Peugeot 2008 Active,Petrol,Automatic,2022",100,99,100,100,100,100,666500,2022,9140,2,1,20,0
"MG HS 1.5 Turbo,Petrol,Automatic,2021",94,83,100,100,100,100,697500,2021,30873,2,1,15,237
"Hyundai Sonata 2.5,Petrol,Automatic,2022",98,91,100,100,100,100,10300000,2022,31253,2,1,12,392
"Peugeot 2008 Allure,Petrol,Automatic,2022",99,98,100,100,100,100,690000,2022,20016,2,1,20,3
"Suzuki Cultus VXL,Petrol,Manual,2020",85,57,98,100,90,100,330000,2020,34270,2,0,26,171
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",96,88,100,100,97,100,399500,2022,18229,2,1,3,15
"KIA Sportage Alpha,Petrol,Automatic,2020",88,65,100,100,86,100,660000,2020,28310,2,1,14,410
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",99,96,100,100,96,100,560000,2022,11174,2,1,11,41
"Suzuki Cultus VXL,Petrol,Manual,2021",97,91,100,100,95,100,350000,2021,33758,2,0,26,171
"Suzuki Alto VXR,Petrol,Manual,2022",80,34,100,100,97,100,235000,2022,21784,2,0,26,29
"Suzuki Swift GLX CVT,Petrol,Automatic,2022",94,82,100,100,97,100,465000,2022,10255,2,1,26,433
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",87,62,98,100,94,100,280000,2022,42663,2,1,26,25
"Changan Oshan X7 FutureSense,Petrol,Automatic,2022",97,91,100,100,100,100,857500,2022,34674,2,1,3,315
"KIA Sportage AWD,Petrol,Automatic,2022",99,98,100,100,93,100,860000,2022,15445,2,1,14,404
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",99,98,100,100,100,100,870000,2022,28344,2,1,14,397
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",97,92,100,100,100,100,490000,2021,27843,2,1,11,83
"KIA Stonic EX+,Petrol,Automatic,2022",98,96,100,100,100,100,545000,2022,20712,2,1,14,422
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",96,92,98,100,97,100,580000,2022,28324,2,1,27,143
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",89,65,100,100,98,100,640000,2020,21980,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2017",86,58,98,100,88,100,505000,2017,129085,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",94,82,100,100,94,100,640000,2020,64485,2,1,11,108
"DFSK Glory 580 Pro,Petrol,Automatic,2021",97,91,100,100,100,100,600000,2021,28909,2,1,5,222
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2022",93,86,98,100,98,100,317500,2022,22876,2,1,23,373
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",97,91,100,100,97,100,530000,2022,6649,2,1,27,500
"Honda City 1.5L CVT,Petrol,Automatic,2022",93,81,100,100,90,100,480000,2022,17158,2,1,11,89
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",99,100,100,100,97,100,599000,2022,17261,2,1,27,143
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",84,53,100,100,84,100,520000,2019,61401,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",95,84,100,100,100,100,679900,2021,12755,2,1,11,108
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",100,100,100,100,97,100,820000,2022,4425,2,1,12,448
"Honda BR-V i-VTEC S,Petrol,Automatic,2021",95,82,100,100,100,100,520000,2021,20531,2,1,11,41
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",93,79,100,100,100,100,12500000,2021,42343,0,1,27,252
"Honda City 1.5L CVT,Petrol,Automatic,2022",98,94,100,100,100,100,525000,2022,9830,2,1,11,89
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",100,100,100,100,100,100,940000,2022,13590,2,1,4,439
"Suzuki Cultus VXL,Petrol,Manual,2021",89,69,100,100,93,100,325000,2021,54575,2,0,26,171
"KIA Sportage FWD,Petrol,Automatic,2022",99,98,100,100,100,100,780000,2022,18087,2,1,14,413
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",90,67,100,100,97,100,12500000,2018,42814,2,1,27,211
"Suzuki Cultus VXR,Petrol,Manual,2022",92,78,100,100,90,100,312000,2022,10881,2,0,26,174
"Hyundai Elantra GLS,Petrol,Automatic,2022",95,87,98,100,100,100,620000,2022,57138,2,1,12,191
"Suzuki Swift GL Manual,Petrol,Manual,2022",97,91,100,100,97,100,360000,2022,26796,2,0,26,431
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",91,76,100,100,88,100,570000,2022,18987,2,1,27,143
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",99,99,100,100,99,100,660000,2021,49654,2,1,27,140
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2018",99,97,100,100,100,100,525000,2018,1378,2,1,27,131
"Honda City Aspire Prosmatec 1.5 i-VTEC,Petrol,Automatic,2020",95,83,100,100,100,100,440000,2020,7407,2,1,11,93
"KIA Sportage AWD,Petrol,Automatic,2020",93,77,100,100,100,100,760000,2020,38396,2,1,14,404
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2021",91,73,100,100,92,100,410000,2021,5200,2,1,27,495
"KIA Picanto 1.0 AT,Petrol,Automatic,2020",82,50,98,100,77,100,275000,2020,41428,2,1,14,327
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",96,90,98,100,93,100,610000,2021,39382,2,1,11,108
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",93,81,100,100,91,100,440000,2021,22047,2,1,27,500
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2021",97,94,100,100,94,100,417500,2021,22573,2,1,27,495
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",97,90,100,100,100,100,650000,2021,20100,2,1,11,108
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",97,89,100,100,100,100,505000,2022,10209,2,1,11,83
"Honda BR-V i-VTEC S,Petrol,Automatic,2021",98,95,100,100,98,100,510000,2021,15907,2,1,11,41
"Toyota Vitz F 1.0,Petrol,Automatic,2014",93,78,100,100,91,100,345000,2014,24650,2,1,27,465
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2022",92,80,100,100,85,100,355000,2022,17492,2,1,26,167
"Suzuki Swift DLX Automatic 1.3 Navigation,Petrol,Automatic,2018",80,38,100,100,87,100,260000,2018,62136,2,1,26,427
"Suzuki Wagon R VXL,Petrol,Manual,2019",86,59,100,100,90,100,248000,2019,18865,2,0,26,481
"Toyota Yaris GLI CVT 1.3,Petrol,Automatic,2022",100,100,100,100,97,100,455000,2022,10315,2,1,27,505
"Suzuki Alto VXR,Petrol,Manual,2021",89,70,100,100,82,100,239000,2021,36774,2,0,26,29
"KIA Sportage Alpha,Petrol,Automatic,2022",100,98,100,100,100,100,710000,2022,16113,2,1,14,410
"Suzuki Wagon R AGS,Petrol,Automatic,2022",94,82,100,100,92,100,320000,2022,13818,2,1,26,473
"DFSK Glory 580 Pro,Petrol,Automatic,2021",92,74,100,100,95,100,560000,2021,10132,2,1,5,222
"Suzuki Wagon R AGS,Petrol,Automatic,2021",97,93,100,100,96,100,330000,2021,18648,2,1,26,473
"KIA Sportage AWD,Petrol,Automatic,2021",96,90,100,100,100,100,750000,2021,37695,2,1,14,404
"Toyota Corolla GLi Automatic 1.3 VVTi,Petrol,Automatic,2016",97,92,100,100,95,100,430000,2016,64010,2,1,27,158
"KIA Sportage FWD,Petrol,Automatic,2022",99,96,100,100,100,100,710000,2022,33583,2,1,14,413
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",85,51,100,100,92,100,580000,2020,302281,2,1,11,108
"Toyota Corolla GLi Automatic 1.3 VVTi,Petrol,Automatic,2017",88,63,98,100,93,100,413000,2017,89081,2,1,27,158
"KIA Sportage AWD,Petrol,Automatic,2021",97,90,100,100,100,100,735000,2021,19616,2,1,14,404
"Suzuki Cultus VXL,Petrol,Manual,2022",99,96,100,100,97,100,370000,2022,4599,2,0,26,171
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",97,89,100,100,100,100,850000,2022,10265,2,1,12,442
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2021",89,66,100,100,97,100,435000,2021,13011,2,1,27,495
"Toyota Corolla GLi Automatic 1.3 VVTi,Petrol,Automatic,2019",91,74,98,100,92,100,430000,2019,33123,2,1,27,158
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",97,91,100,100,92,100,360000,2020,70382,2,1,6,297
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",95,86,100,100,95,100,640000,2022,12864,2,1,27,143
"KIA Sportage FWD,Petrol,Automatic,2021",97,91,100,100,100,100,720000,2021,30988,2,1,14,413
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",96,92,98,100,91,100,570000,2019,66144,2,1,11,108
"Daihatsu Mira LSA 3,Petrol,Automatic,2020",97,93,100,100,95,100,355000,2020,16909,2,1,6,289
"Suzuki Cultus VXL,Petrol,Manual,2021",93,87,100,100,85,100,330000,2021,54987,2,0,26,171
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2021",98,97,100,100,95,100,610000,2021,42999,2,1,27,146
"KIA Sportage AWD,Petrol,Automatic,2021",98,92,100,100,100,100,750000,2021,79454,2,1,14,404
"KIA Sportage AWD,Petrol,Automatic,2020",95,84,100,100,100,100,780000,2020,29315,2,1,14,404
"MG HS 1.5 Turbo,Petrol,Automatic,2021",98,95,100,100,98,100,770000,2021,32085,2,1,15,237
"Hyundai Elantra GL,Petrol,Automatic,2022",96,87,100,100,100,100,605000,2022,5225,2,1,12,189
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",93,83,100,100,84,100,600000,2019,28752,2,1,11,108
"Toyota Fortuner 2.7 V,Petrol,Automatic,2022",100,100,100,100,100,100,17400000,2022,1865,2,1,27,209
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",97,91,100,100,95,100,12500000,2018,62645,2,1,27,211
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",99,97,100,100,100,100,615000,2022,7007,2,1,27,143
"Suzuki Cultus VXR,Petrol,Manual,2022",92,74,100,100,97,100,317500,2022,36583,2,0,26,174
"Toyota Land Cruiser ZX,Petrol,Automatic,2016",96,89,100,100,100,100,43500000,2016,51213,2,1,27,277
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2017",92,78,100,100,91,100,12000000,2017,81720,2,1,27,211
"Honda Civic RS,Petrol,Automatic,2022",98,95,100,100,96,100,975000,2022,27291,2,1,11,115
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",100,98,100,100,100,100,17000000,2021,13215,0,1,27,215
"Toyota Passo X S,Petrol,Automatic,2020",97,98,100,100,95,100,409000,2020,11043,2,1,27,323
"Toyota Passo X S,Petrol,Automatic,2020",98,96,100,100,100,100,409000,2020,11079,2,1,27,323
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",99,98,100,100,100,100,485000,2022,6166,2,1,27,500
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",100,100,100,100,100,100,18500000,2021,15193,0,1,27,215
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2021",95,86,100,100,95,100,425000,2021,43051,2,1,27,495
"Honda City Aspire Prosmatec 1.5 i-VTEC,Petrol,Automatic,2019",88,62,100,100,90,100,405000,2019,38828,2,1,11,93
"KIA Sportage FWD,Petrol,Automatic,2020",98,98,100,100,98,100,686000,2020,28971,2,1,14,413
"KIA Sportage FWD,Petrol,Automatic,2020",88,59,100,100,98,100,655000,2020,40286,2,1,14,413
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2022",99,98,100,100,100,100,16900000,2022,17883,0,1,27,215
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2022",99,96,100,100,97,100,13500000,2022,14268,0,1,27,252
"Toyota Hilux Revo Rocco,Diesel,Automatic,2022",97,89,100,100,100,100,14400000,2022,14823,0,1,27,250
"Hyundai Elantra GLS,Petrol,Automatic,2022",96,98,100,100,100,100,660000,2022,9028,2,1,12,191
"Toyota Land Cruiser ZX,Petrol,Automatic,2015",91,70,100,100,100,100,38500000,2015,111300,2,1,27,277
"Toyota Hilux Revo Rocco,Diesel,Automatic,2022",99,98,100,100,100,100,14500000,2022,3958,0,1,27,250
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",93,78,100,100,94,100,565000,2022,12000,2,1,27,143
"Daihatsu Mira L,Petrol,Automatic,2019",97,94,100,100,98,100,349000,2019,32834,2,1,6,285
"Honda Fit 1.5 Hybrid S Package,Hybrid,Automatic,2020",98,94,100,100,100,100,779000,2020,27616,1,1,11,201
"Honda Vezel e-HEV Z,Hybrid,Automatic,2021",98,95,100,100,100,100,12900000,2021,22528,1,1,11,461
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2019",95,87,100,100,98,100,379000,2019,48257,1,1,26,476
"Honda Vezel Hybrid Z,Hybrid,Automatic,2018",97,95,100,100,98,100,795000,2018,68315,1,1,11,454
"Honda N Wgn G,Petrol,Automatic,2020",95,86,100,100,100,100,369000,2020,12577,2,1,11,309
"Hyundai Sonata 2.5,Petrol,Automatic,2021",97,89,100,100,100,100,990000,2021,7014,2,1,12,392
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2013",96,84,100,100,100,100,20800000,2013,31813,2,1,27,341
"Toyota Land Cruiser ZX,Petrol,Automatic,2012",94,79,100,100,100,100,30700000,2012,55149,2,1,27,277
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",95,86,100,100,96,100,12900000,2021,9851,0,1,27,252
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",100,100,100,100,100,100,18500000,2021,15193,0,1,27,215
"Honda BR-V i-VTEC S,Petrol,Automatic,2021",98,95,100,100,98,100,499500,2021,15907,2,1,11,41
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",96,89,100,100,100,100,17000000,2021,57428,0,1,27,215
"Hyundai Elantra GLS,Petrol,Automatic,2021",98,95,100,100,98,100,640000,2021,21437,2,1,12,191
"Toyota Sienta G,Petrol,Automatic,2018",99,97,100,100,100,100,669000,2018,95830,2,1,27,386
"Toyota Yaris GLI MT 1.3,Petrol,Manual,2021",93,80,100,100,86,100,380000,2021,64784,2,0,27,506
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2017",96,93,100,100,99,100,520000,2017,41510,2,1,27,135
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",87,57,100,100,95,100,12800000,2021,35866,0,1,27,252
"Peugeot 2008 Allure,Petrol,Automatic,2022",90,68,100,100,98,100,640000,2022,39165,2,1,20,3
"Changan Karvaan Plus,Petrol,Manual,2021",97,93,100,100,93,100,275000,2021,6260,2,0,3,265
"Suzuki Cultus VXL,Petrol,Manual,2021",95,85,100,100,98,100,344000,2021,21462,2,0,26,171
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2020",99,97,100,100,100,100,16000000,2020,14687,2,1,27,211
"Hyundai Elantra GLS,Petrol,Automatic,2022",97,94,100,100,95,100,700000,2022,8376,2,1,12,191
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",96,91,100,100,100,100,15200000,2021,57908,0,1,27,215
"Hyundai Elantra GLS,Petrol,Automatic,2021",96,90,100,96,98,100,600000,2021,28111,2,1,12,191
"Honda City 1.2L CVT,Petrol,Automatic,2022",98,95,100,100,97,100,460000,2022,18225,2,1,11,74
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",94,80,100,100,100,100,700000,2021,35727,2,1,11,108
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",99,96,100,100,97,100,450000,2022,7119,2,1,3,15
"Honda Vezel e-HEV Play,Hybrid,Automatic,2022",97,91,100,100,99,100,16000000,2022,5791,1,1,11,459
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",99,95,100,100,100,100,360000,2022,5300,2,1,14,327
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2019",93,84,100,100,90,100,499000,2019,39040,2,1,27,131
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2022",100,99,100,100,100,100,840000,2022,4250,2,1,12,442
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2019",92,77,100,100,97,100,530000,2019,49647,2,1,27,131
"MG HS 1.5 Turbo,Petrol,Automatic,2021",99,97,100,100,100,100,750000,2021,1478,2,1,15,237
"Toyota Vitz F 1.0,Petrol,Automatic,2019",95,86,100,100,98,100,450000,2019,44018,2,1,27,465
"Daihatsu Mira L,Petrol,Automatic,2019",96,91,100,100,91,100,384000,2019,11408,2,1,6,285
"Honda City 1.2L CVT,Petrol,Automatic,2022",99,97,100,100,100,100,490000,2022,2702,2,1,11,74
"Suzuki Cultus VXR,Petrol,Manual,2021",91,72,100,100,93,100,312500,2021,14598,2,0,26,174
"KIA Sportage Alpha,Petrol,Automatic,2021",96,90,100,100,95,100,650000,2021,80204,2,1,14,410
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",93,79,100,100,90,100,640000,2020,40531,2,1,11,108
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2020",96,86,100,100,100,100,755000,2020,33870,2,1,12,448
"Toyota C-HR G,Hybrid,Automatic,2018",95,89,100,100,94,100,890000,2018,68574,1,1,27,59
"KIA Stonic EX+,Petrol,Automatic,2021",97,91,100,96,100,100,540000,2021,25332,2,1,14,422
"Suzuki Wagon R VXR,Petrol,Manual,2022",94,82,100,100,97,100,280000,2022,4266,2,0,26,486
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",96,87,100,100,100,100,515000,2022,20875,2,1,11,83
"KIA Picanto 1.0 AT,Petrol,Automatic,2020",95,82,100,100,100,100,290000,2020,17863,2,1,14,327
"Honda Civic RS,Petrol,Automatic,2022",97,88,100,100,100,100,960000,2022,1186,2,1,11,115
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",97,96,100,100,93,100,370000,2020,61761,2,1,6,297
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",99,98,100,100,97,100,337500,2022,5951,2,1,14,327
"Changan Karvaan Plus,Petrol,Manual,2022",96,90,98,100,97,100,280000,2022,13016,2,0,3,265
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",98,94,100,100,100,100,575000,2021,31770,2,1,27,143
"Proton X70 Premium FWD,Petrol,Automatic,2021",96,86,100,100,100,100,700000,2021,72208,2,1,23,491
"Suzuki Swift GL CVT,Petrol,Automatic,2022",91,71,100,100,100,100,400000,2022,33338,2,1,26,428
"Suzuki Cultus VXL,Petrol,Manual,2021",95,85,100,100,97,100,335000,2021,21810,2,0,26,171
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2020",88,61,100,100,97,100,520000,2020,46290,2,1,27,131
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",98,95,100,100,97,100,500000,2022,13735,2,1,27,500
"Honda City 1.3 i-VTEC,Petrol,Manual,2020",98,96,100,100,90,100,410000,2020,12084,2,0,11,79
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2020",96,85,100,100,100,100,750000,2020,55043,2,1,12,442
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2021",88,63,100,100,91,100,400000,2021,27637,2,1,3,15
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",98,94,100,100,100,100,750000,2021,15045,2,1,11,108
"Toyota Prado TX 2.7,Petrol,Automatic,2017",98,93,100,100,96,100,29500000,2017,21112,2,1,27,338
"Toyota Fortuner 2.7 V,Petrol,Automatic,2021",98,92,100,100,100,100,17500000,2021,8339,2,1,27,209
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",95,86,100,100,91,100,290000,2022,20472,2,1,26,25
"Toyota Passo X S,Petrol,Automatic,2020",94,82,100,100,97,100,400000,2020,28705,2,1,27,323
"Toyota Land Cruiser ZX,Petrol,Automatic,2019",99,97,100,100,100,100,61500000,2019,4731,2,1,27,277
"Suzuki Cultus VXR,Petrol,Manual,2021",95,86,100,100,97,100,320000,2021,9357,2,0,26,174
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",86,56,100,100,92,100,720000,2021,57674,2,1,11,108
"KIA Sportage AWD,Petrol,Automatic,2020",87,59,100,100,98,100,800000,2020,102085,2,1,14,404
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",97,90,100,100,100,100,660000,2021,26982,2,1,11,108
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",95,86,100,100,96,100,295000,2022,18800,2,1,26,25
"KIA Sportage AWD,Petrol,Automatic,2022",97,89,100,100,100,100,830000,2022,10685,2,1,14,404
"Toyota Prado TX L Package 2.7,Petrol,Automatic,2018",99,99,100,100,98,100,32000000,2018,56881,2,1,27,341
"KIA Stonic EX+,Petrol,Automatic,2022",93,82,98,100,87,100,555000,2022,47357,2,1,14,422
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",97,91,100,100,100,100,595000,2022,11396,2,1,11,41
"KIA Sportage AWD,Petrol,Automatic,2021",95,85,100,100,98,100,749000,2021,35725,2,1,14,404
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2019",88,63,100,100,93,100,13800000,2019,30940,0,1,27,215
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2020",91,75,100,100,91,100,750000,2020,39744,2,1,12,448
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2020",100,99,100,100,98,100,740000,2020,45549,2,1,12,448
"Toyota Pixis Epoch,Petrol,Automatic,2019",92,78,100,100,97,100,355000,2019,23507,2,1,27,334
